,Date Run,Backtest_id,Ticker,algo,Prediction Window,Lookback Window,Number of Estimators,Max Depth,Annualized Return,Benchmark Annualized Return,Active Annualized Return,Cumulative Returns,Sharpe Ratio,Benchmark Sharpe Ratio,Sortino Ratio,Max Drawdown,Mean Squared Error
0,2023-07-01,e18bd61c-f1d7-4565-8d7a-569f1a0ef8b0,^GSPC,linreg,3,1920,2,1,0.04118951912138624,0.0816318568662111,-0.04044233774482486,433.59031790893886,0.3604776367167946,0.5306613640669555,0.491688953595046,-0.4601048991823417,1.8695901933352994
0,2023-07-01,2dacfce4-4cbc-48ca-b559-1ed05dba8eeb,^GSPC,xg,3,2560,2,1,0.0582990754699142,0.0775498336272531,-0.0192507581573389,808.5757015334204,0.42323850357083975,0.5035098467537238,0.5759059479825434,-0.58592645309164,1.8774674160061087
0,2023-07-01,a342a3dc-5e07-4701-8de3-9a272c73ee6b,^GSPC,linreg,3,2560,2,1,0.04718138852005627,0.0775498336272531,-0.03036844510719683,502.2022218499294,0.3889504368905772,0.5035098467537238,0.5361581684146504,-0.4436689683075079,1.8893278481310922
0,2023-07-01,4280233b-701a-462f-b2d9-12e9c358e033,^GSPC,xg,3,3840,2,1,0.06644707354636226,0.07484154416128797,-0.008394470614925709,783.4192183367672,0.45655857747412276,0.49372501378975,0.6384824717519031,-0.6007498220055814,1.8291423190158236
0,2023-07-01,a986f5ab-65b1-4713-9b10-2e09d550abf5,^GSPC,linreg,3,3840,2,1,0.07308398460687338,0.07484154416128797,-0.0017575595544145894,989.9664486861976,0.5300920932713405,0.49372501378975,0.7563319149103186,-0.4626797011801636,1.8324345606879355
0,2023-07-01,b20ceb6f-ed48-4a22-b5ef-c5014dc75991,^GSPC,xg,3,5120,2,1,0.06032166784935766,0.06846638108091962,-0.008144713231561962,439.80951183875635,0.4098762923512163,0.44484828191278303,0.5722988682747525,-0.587341741210936,1.9301922952139845
0,2023-07-01,3b853cf5-6982-4588-93c4-283b57403514,^GSPC,linreg,3,5120,2,1,0.07738066960906065,0.06846638108091962,0.008914288528141023,754.6138816970242,0.5192239672068403,0.44484828191278303,0.7410232153325574,-0.462764594725711,1.9290654132614218
0,2023-07-01,8be63f9c-2242-47ec-9d75-e6553ba9dea7,^GSPC,xg,3,6400,2,1,0.046275576125679674,0.05365952989624945,-0.007383953770569773,192.23821670580855,0.3352915696348253,0.370050930940785,0.4677493590788307,-0.5636113129457977,1.9153685349464447
0,2023-07-01,354542dc-142b-4a4c-b452-b07544d43b5b,^GSPC,linreg,3,6400,2,1,0.052824546731515154,0.05365952989624945,-0.0008349831647342931,238.82792071287838,0.3823453466161931,0.370050930940785,0.5390759632119799,-0.40833159223457927,1.9142069625092735
0,2023-07-01,abfab871-7b12-40d5-bbb7-a7d72a1bd1cf,^GSPC,xg,3,256,2,2,0.058456000182102175,0.08203226654069629,-0.02357626635859411,1436.2037344897956,0.5078922340239239,0.5425215031686828,0.7114126482081671,-0.2903008460104872,1.834738380309482
0,2023-07-01,f9063058-dc8f-499c-99db-3f633c48f432,^GSPC,linreg,3,256,2,2,0.033838471225647426,0.08203226654069629,-0.04819379531504886,395.43971823193135,0.3348763388417571,0.5425215031686828,0.467374565502748,-0.4813631317244049,2.076447614954641
0,2023-07-01,0195bb0e-750b-448b-a591-96764a6ff099,^GSPC,xg,3,512,2,2,0.06622847265948129,0.08326338377589027,-0.01703491111640898,1946.219726601778,0.5276683024541543,0.546442304462285,0.7302088360468355,-0.32708596676440976,1.8456101018304782
0,2023-07-01,e42578e8-4700-4c87-98d8-e987cd863758,^GSPC,linreg,3,512,2,2,0.04873896464386607,0.08326338377589027,-0.0345244191320242,839.3863191479054,0.44679726042740564,0.546442304462285,0.6219774600799597,-0.4424374939921777,1.9453173048779524
0,2023-07-01,a04e202e-c159-4983-8cce-6f0c7537a058,^GSPC,xg,3,768,2,2,0.07673036729819493,0.08510572465497757,-0.008375357356782631,2910.9528882458994,0.5829508686553746,0.5540241506632692,0.8165905987657308,-0.4084005614849778,1.8448676417418117
0,2023-07-01,7db85e5c-62de-4eb9-a941-efe623d6c19b,^GSPC,linreg,3,768,2,2,0.05503676094408427,0.08510572465497757,-0.030068963710893293,1079.2391323920053,0.48503310426800417,0.5540241506632692,0.6712054205409579,-0.5115382281445283,1.9111338823184523
0,2023-07-01,84582203-6213-47da-8a39-c50756b09599,^GSPC,xg,3,1280,2,2,0.06718252803214542,0.08239872714393792,-0.015216199111792506,1650.5536650649553,0.49442402867904717,0.5370278877837947,0.6861118859656956,-0.5079471055884185,1.8557344765115764
0,2023-07-01,2799cecc-a0e9-435d-8d8d-d2918eb299ac,^GSPC,linreg,3,1280,2,2,0.05377414990848184,0.08239872714393792,-0.028624577235456083,903.3059763894794,0.45443420234087795,0.5370278877837947,0.6299638149504778,-0.5084106882389823,1.883526205250295
0,2023-07-01,8254a1ba-1295-4c34-b60d-6f27b514ca15,^GSPC,xg,3,1920,2,2,0.0712499890232201,0.0816318568662111,-0.010381867842991,1637.7808510705108,0.4978919570376428,0.5306613640669555,0.682815014111391,-0.5221020457413627,1.8526356922983676
0,2023-07-01,967b70d7-225a-41b9-bee8-3125c5ccd61a,^GSPC,linreg,3,1920,2,2,0.04118951912138624,0.0816318568662111,-0.04044233774482486,433.59031790893886,0.3604776367167946,0.5306613640669555,0.491688953595046,-0.4601048991823417,1.8695901933352994
0,2023-07-01,f4656317-4446-43e1-be98-8751630477b1,^GSPC,xg,3,2560,2,2,0.056122630874146484,0.0775498336272531,-0.02142720275310661,738.5754486316697,0.4123712242408847,0.5035098467537238,0.5602806903178481,-0.5871022080301774,1.8782520742874573
0,2023-07-01,17ebb0d0-1da9-4989-acee-506edad6d694,^GSPC,linreg,3,2560,2,2,0.04718138852005627,0.0775498336272531,-0.03036844510719683,502.2022218499294,0.3889504368905772,0.5035098467537238,0.5361581684146504,-0.4436689683075079,1.8893278481310922
0,2023-07-01,4647a9d0-29cc-4b4d-bb3d-1e5fcd20da97,^GSPC,xg,3,3840,2,2,0.06274732580565834,0.07484154416128797,-0.012094218355629627,685.3346378943601,0.4470396293087949,0.49372501378975,0.6201013770408166,-0.5912531958144887,1.8301934335390682
0,2023-07-01,66cd8f9e-e7e5-4876-a9b7-8569ca988f7a,^GSPC,linreg,3,3840,2,2,0.07308398460687338,0.07484154416128797,-0.0017575595544145894,989.9664486861976,0.5300920932713405,0.49372501378975,0.7563319149103186,-0.4626797011801636,1.8324345606879355
0,2023-07-01,fa6fe3d7-2d3f-4e01-9178-8038fabdc8d4,^GSPC,xg,3,5120,2,2,0.052684875194278336,0.06846638108091962,-0.01578150588664129,338.40438072562114,0.37857887561818887,0.44484828191278303,0.522689452498083,-0.6185154305490155,1.9304227478271678
0,2023-07-01,34210759-0ec8-4d02-b6e6-917209a9cff1,^GSPC,linreg,3,5120,2,2,0.07738066960906065,0.06846638108091962,0.008914288528141023,754.6138816970242,0.5192239672068403,0.44484828191278303,0.7410232153325574,-0.462764594725711,1.9290654132614218
0,2023-07-01,a14357f6-b8f1-4bf2-9eca-0902b9661272,^GSPC,xg,3,6400,2,2,0.05025136397081775,0.05365952989624945,-0.0034081659254316943,219.73142301627595,0.36474825597891775,0.370050930940785,0.5076522305171227,-0.4632291675385051,1.9116502024026
0,2023-07-01,f67d755b-5aaa-4bb7-a191-89071e4e04f0,^GSPC,linreg,3,6400,2,2,0.052824546731515154,0.05365952989624945,-0.0008349831647342931,238.82792071287838,0.3823453466161931,0.370050930940785,0.5390759632119799,-0.40833159223457927,1.9142069625092735
0,2023-07-01,9250b827-7422-426a-855d-d3e1f62db95b,^GSPC,xg,3,256,2,3,0.04836591345217767,0.08203226654069629,-0.03366635308851862,869.1915463574517,0.4378766899616827,0.5425215031686828,0.6082891473803147,-0.31440130237378666,1.8455442232935002
0,2023-07-01,6ee19d58-85c3-42bc-a8c9-3f610378debc,^GSPC,linreg,3,256,2,3,0.033838471225647426,0.08203226654069629,-0.04819379531504886,395.43971823193135,0.3348763388417571,0.5425215031686828,0.467374565502748,-0.4813631317244049,2.076447614954641
0,2023-07-01,1c94a968-e132-442a-b79c-c9aa00229f34,^GSPC,xg,3,512,2,3,0.06416902896243681,0.08326338377589027,-0.01909435481345345,1768.2209938229093,0.5201942610849469,0.546442304462285,0.7275127652402981,-0.32476668662381575,1.8498356211079754
0,2023-07-01,19f81938-d4ca-4e83-bb0f-29b4bf51c75c,^GSPC,linreg,3,512,2,3,0.04873896464386607,0.08326338377589027,-0.0345244191320242,839.3863191479054,0.44679726042740564,0.546442304462285,0.6219774600799597,-0.4424374939921777,1.9453173048779524
0,2023-07-01,219c7464-b771-4426-aceb-5bdba92152e1,^GSPC,xg,3,768,2,3,0.07176136591465343,0.08510572465497757,-0.013344358740324136,2333.2381544755517,0.5573180357568436,0.5540241506632692,0.7759189988796384,-0.5830418424952498,1.84898052664056
0,2023-07-01,27ea9b56-daf6-4241-a6b9-3b23ff65dea8,^GSPC,linreg,3,768,2,3,0.05503676094408427,0.08510572465497757,-0.030068963710893293,1079.2391323920053,0.48503310426800417,0.5540241506632692,0.6712054205409579,-0.5115382281445283,1.9111338823184523
0,2023-07-01,cac057cb-f255-4ed2-9de3-c0b4f5fc3629,^GSPC,xg,3,1280,2,3,0.07341929225094446,0.08239872714393792,-0.008979434892993465,2162.4867751060615,0.5311368178873765,0.5370278877837947,0.7395597337144869,-0.4607897941215376,1.857172881613954
0,2023-07-01,507263ce-e244-44d2-b373-eb494ef3b0aa,^GSPC,linreg,3,1280,2,3,0.05377414990848184,0.08239872714393792,-0.028624577235456083,903.3059763894794,0.45443420234087795,0.5370278877837947,0.6299638149504778,-0.5084106882389823,1.883526205250295
0,2023-07-01,66c9214b-0a1d-41b5-93c9-c855fbe66ac1,^GSPC,xg,3,1920,2,3,0.06304056279073622,0.0816318568662111,-0.018591294075474885,1162.980900247279,0.4585195818712362,0.5306613640669555,0.629461342192937,-0.5098884561242928,1.8558272512907084
0,2023-07-01,5a2574a4-7eb4-4115-862e-a021d5615854,^GSPC,linreg,3,1920,2,3,0.04118951912138624,0.0816318568662111,-0.04044233774482486,433.59031790893886,0.3604776367167946,0.5306613640669555,0.491688953595046,-0.4601048991823417,1.8695901933352994
0,2023-07-01,3c7fc788-b780-4e1b-883b-7e62bc764abc,^GSPC,xg,3,2560,2,3,0.05323803317017117,0.0775498336272531,-0.024311800457081922,653.8472041076974,0.39987085957497936,0.5035098467537238,0.5464521058775039,-0.5777210135200714,1.8837470100023133
0,2023-07-01,e57279c1-9b51-4740-89df-9da3ceb330d2,^GSPC,linreg,3,2560,2,3,0.04718138852005627,0.0775498336272531,-0.03036844510719683,502.2022218499294,0.3889504368905772,0.5035098467537238,0.5361581684146504,-0.4436689683075079,1.8893278481310922
0,2023-07-01,2d003ea4-e299-4a3e-8705-7d28ab7de219,^GSPC,xg,3,3840,2,3,0.05510860336569179,0.07484154416128797,-0.019732940795596177,515.1206654775976,0.4039025891219319,0.49372501378975,0.5572849398497195,-0.6329306148783378,1.8320602896669795
0,2023-07-01,53d44aa1-9a4b-48c5-aa5a-829838a0dac1,^GSPC,linreg,3,3840,2,3,0.07308398460687338,0.07484154416128797,-0.0017575595544145894,989.9664486861976,0.5300920932713405,0.49372501378975,0.7563319149103186,-0.4626797011801636,1.8324345606879355
0,2023-07-01,0db99d7f-49ea-4608-9af8-fb954c6e9cc1,^GSPC,xg,3,5120,2,3,0.0531780664581778,0.06846638108091962,-0.015288314622741828,344.355495099963,0.3803636836537578,0.44484828191278303,0.5258965604226945,-0.5929250053356463,1.9299276813624757
0,2023-07-01,5789caf2-47c0-43f8-8201-6a223c9b09c0,^GSPC,linreg,3,5120,2,3,0.07738066960906065,0.06846638108091962,0.008914288528141023,754.6138816970242,0.5192239672068403,0.44484828191278303,0.7410232153325574,-0.462764594725711,1.9290654132614218
0,2023-07-01,7f79a364-a019-4a57-aba9-cdbde620e599,^GSPC,xg,3,6400,2,3,0.045363260459371446,0.05365952989624945,-0.008296269436878001,186.2567560226214,0.3364562298491852,0.370050930940785,0.4665168842320109,-0.5066177443078886,1.9144593441273763
0,2023-07-01,ca3567fb-b6b1-419c-ae9f-549d70127262,^GSPC,linreg,3,6400,2,3,0.052824546731515154,0.05365952989624945,-0.0008349831647342931,238.82792071287838,0.3823453466161931,0.370050930940785,0.5390759632119799,-0.40833159223457927,1.9142069625092735
0,2023-07-01,eb27da25-7158-484f-95ff-7d0696f61b92,^GSPC,xg,3,256,2,5,0.06110454668077403,0.08203226654069629,-0.020927719859922256,1632.3719778521752,0.5382423646769477,0.5425215031686828,0.7602260479595555,-0.3309450459656577,1.8543949762910488
0,2023-07-01,7040d0bc-72e8-404a-8009-0cd4c8e5d4aa,^GSPC,linreg,3,256,2,5,0.033838471225647426,0.08203226654069629,-0.04819379531504886,395.43971823193135,0.3348763388417571,0.5425215031686828,0.467374565502748,-0.4813631317244049,2.076447614954641
0,2023-07-01,0071b616-086d-4110-aea5-d7413bcf9e35,^GSPC,xg,3,512,2,5,0.052924562028020095,0.08326338377589027,-0.03033882174787017,1033.10687016027,0.4536495232298167,0.546442304462285,0.6359317875491445,-0.29275378500600535,1.8582891945301148
0,2023-07-01,1cebecb0-1cfa-42f7-9093-5ed792f58c86,^GSPC,linreg,3,512,2,5,0.04873896464386607,0.08326338377589027,-0.0345244191320242,839.3863191479054,0.44679726042740564,0.546442304462285,0.6219774600799597,-0.4424374939921777,1.9453173048779524
0,2023-07-01,7b466962-bcd8-42e2-a180-cf8cd0b23f78,^GSPC,xg,3,768,2,5,0.061645859100689426,0.08510572465497757,-0.02345986555428814,1472.2012663815028,0.49925345925918785,0.5540241506632692,0.6981047900539157,-0.44023602201533735,1.8612244702134595
0,2023-07-01,a0b0598e-5c6b-49c5-9cf2-2c81c7528d4e,^GSPC,linreg,3,768,2,5,0.05503676094408427,0.08510572465497757,-0.030068963710893293,1079.2391323920053,0.48503310426800417,0.5540241506632692,0.6712054205409579,-0.5115382281445283,1.9111338823184523
0,2023-07-01,fe3b9214-f73d-4cc8-a234-fceaf42cfc2c,^GSPC,xg,3,1280,2,5,0.05517276634589097,0.08239872714393792,-0.027225960798046955,963.634866956365,0.4321567622351077,0.5370278877837947,0.6010777734201888,-0.5362749969485482,1.867453939089346
0,2023-07-01,36b33c70-44b6-4c50-b374-cfa16fad8f79,^GSPC,linreg,3,1280,2,5,0.05377414990848184,0.08239872714393792,-0.028624577235456083,903.3059763894794,0.45443420234087795,0.5370278877837947,0.6299638149504778,-0.5084106882389823,1.883526205250295
0,2023-07-01,52223ca2-00ef-4058-afd4-ce3d7ffe48c8,^GSPC,xg,3,1920,2,5,0.054158077457332254,0.0816318568662111,-0.02747377940887885,791.7121069399918,0.4112255202271903,0.5306613640669555,0.5588725585123778,-0.5409814093557926,1.8618074648527534
0,2023-07-01,91dc7007-c7ae-47be-a927-b9d6161f2272,^GSPC,linreg,3,1920,2,5,0.04118951912138624,0.0816318568662111,-0.04044233774482486,433.59031790893886,0.3604776367167946,0.5306613640669555,0.491688953595046,-0.4601048991823417,1.8695901933352994
0,2023-07-01,e3d634ba-5b95-49a0-b393-319c1c56561e,^GSPC,xg,3,2560,2,5,0.040636963197342446,0.0775498336272531,-0.03691287042991065,371.74748982335126,0.32770435509456364,0.5035098467537238,0.4442355595083831,-0.6227045217825301,1.888286626322469
0,2023-07-01,11cea0e5-ddf2-4f02-aa4b-ccc7153ee281,^GSPC,linreg,3,2560,2,5,0.04718138852005627,0.0775498336272531,-0.03036844510719683,502.2022218499294,0.3889504368905772,0.5035098467537238,0.5361581684146504,-0.4436689683075079,1.8893278481310922
0,2023-07-01,9ea424da-2809-4b33-a0e5-1e15646c925a,^GSPC,xg,3,3840,2,5,0.045956900609563256,0.07484154416128797,-0.02888464355172471,357.96894544358537,0.35441041333931694,0.49372501378975,0.4880755371200713,-0.6730002569151861,1.839278975270619
0,2023-07-01,b2abe0f2-aafd-476d-b949-e61d354dc728,^GSPC,linreg,3,3840,2,5,0.07308398460687338,0.07484154416128797,-0.0017575595544145894,989.9664486861976,0.5300920932713405,0.49372501378975,0.7563319149103186,-0.4626797011801636,1.8324345606879355
0,2023-07-01,8f71befa-00fc-472e-9a67-02dd13a7dd6c,^GSPC,xg,3,5120,2,5,0.039204010397193345,0.06846638108091962,-0.02926237068372628,202.51357067701537,0.30666102751936963,0.44484828191278303,0.42074320344969224,-0.6369431809923989,1.937789598206173
0,2023-07-01,a8d56fcf-1ffa-4a0b-8d46-34f71bc5a379,^GSPC,linreg,3,5120,2,5,0.07738066960906065,0.06846638108091962,0.008914288528141023,754.6138816970242,0.5192239672068403,0.44484828191278303,0.7410232153325574,-0.462764594725711,1.9290654132614218
0,2023-07-01,edbc4746-fa7c-46b7-b5f6-28a050d2a48d,^GSPC,xg,3,6400,2,5,0.01851815237427723,0.05365952989624945,-0.03514137752197222,54.49361254995924,0.19272316477860965,0.370050930940785,0.2604714028155164,-0.6547965552318038,1.9157040225176567
0,2023-07-01,1dc147c6-b49b-4e7d-9266-452c5e4b9c27,^GSPC,linreg,3,6400,2,5,0.052824546731515154,0.05365952989624945,-0.0008349831647342931,238.82792071287838,0.3823453466161931,0.370050930940785,0.5390759632119799,-0.40833159223457927,1.9142069625092735
0,2023-07-01,3ea064a4-ee45-44ce-90ae-009283eecbce,^GSPC,xg,3,256,3,1,0.05333542583258688,0.08203226654069629,-0.028696840708109406,1116.6656838056083,0.47355247761427693,0.5425215031686828,0.6565314814428921,-0.4004467964684134,1.8397307304599582
0,2023-07-01,c592464e-d349-4b73-8e97-ad788328a03e,^GSPC,linreg,3,256,3,1,0.033838471225647426,0.08203226654069629,-0.04819379531504886,395.43971823193135,0.3348763388417571,0.5425215031686828,0.467374565502748,-0.4813631317244049,2.076447614954641
0,2023-07-01,c27899e5-60d4-481e-a58e-dcb8e9a12298,^GSPC,xg,3,512,3,1,0.06423861682252441,0.08326338377589027,-0.019024766953365857,1773.980202843211,0.5165496285603549,0.546442304462285,0.7202590651123226,-0.33475952327920505,1.8470787052744166
0,2023-07-01,bbb48f5a-cb52-4f00-bcf8-a5370e49316a,^GSPC,linreg,3,512,3,1,0.04873896464386607,0.08326338377589027,-0.0345244191320242,839.3863191479054,0.44679726042740564,0.546442304462285,0.6219774600799597,-0.4424374939921777,1.9453173048779524
0,2023-07-01,17b76119-498c-442b-bb2d-c721123a9be5,^GSPC,xg,3,768,3,1,0.08594858669163252,0.08510572465497757,0.0008428620366549566,4358.775106049323,0.6557964201312101,0.5540241506632692,0.9322157943280894,-0.38632390564707014,1.8499303062189922
0,2023-07-01,d885b4bc-839a-4943-b0d0-766e5e3f2ed2,^GSPC,linreg,3,768,3,1,0.05503676094408427,0.08510572465497757,-0.030068963710893293,1079.2391323920053,0.48503310426800417,0.5540241506632692,0.6712054205409579,-0.5115382281445283,1.9111338823184523
0,2023-07-01,3b66a1ae-22be-42c8-bd88-68884ce15741,^GSPC,xg,3,1280,3,1,0.06524975586924575,0.08239872714393792,-0.01714897127469217,1516.2819124913049,0.4989005261989574,0.5370278877837947,0.6918641985466082,-0.5154643032907184,1.855790877714602
0,2023-07-01,8720d556-fb94-4ab1-8812-cfc941ac5fa4,^GSPC,linreg,3,1280,3,1,0.05377414990848184,0.08239872714393792,-0.028624577235456083,903.3059763894794,0.45443420234087795,0.5370278877837947,0.6299638149504778,-0.5084106882389823,1.883526205250295
0,2023-07-01,671016f2-4bd9-4d3d-8ef0-579045d795a9,^GSPC,xg,3,1920,3,1,0.05703078694137287,0.0816318568662111,-0.024601069924838237,898.2850779311283,0.419157429010317,0.5306613640669555,0.5702470972103395,-0.7038939956948604,1.8563349260757531
0,2023-07-01,fb0f5c91-b0db-4c66-a1b5-0a804b52c9f6,^GSPC,linreg,3,1920,3,1,0.04118951912138624,0.0816318568662111,-0.04044233774482486,433.59031790893886,0.3604776367167946,0.5306613640669555,0.491688953595046,-0.4601048991823417,1.8695901933352994
0,2023-07-01,73843c50-be30-495d-9a98-a20681bda6e9,^GSPC,xg,3,2560,3,1,0.05458799483102217,0.0775498336272531,-0.022961838796230927,692.4059405469905,0.40251912154325353,0.5035098467537238,0.5463508064256276,-0.6327510618117606,1.8840038075887957
0,2023-07-01,338453bc-244e-4794-a0f8-1a3ba7cd4211,^GSPC,linreg,3,2560,3,1,0.04718138852005627,0.0775498336272531,-0.03036844510719683,502.2022218499294,0.3889504368905772,0.5035098467537238,0.5361581684146504,-0.4436689683075079,1.8893278481310922
0,2023-07-01,7c272733-a005-4aa3-a6c9-86fa59fbd495,^GSPC,xg,3,3840,3,1,0.06735968101316514,0.07484154416128797,-0.007481863148122825,809.3839173426409,0.46252090050596656,0.49372501378975,0.6458857093478612,-0.5788602799267776,1.8316870809655013
0,2023-07-01,4020333a-0e47-400d-8441-aa32f9dfc0c0,^GSPC,linreg,3,3840,3,1,0.07308398460687338,0.07484154416128797,-0.0017575595544145894,989.9664486861976,0.5300920932713405,0.49372501378975,0.7563319149103186,-0.4626797011801636,1.8324345606879355
0,2023-07-01,11130420-af74-4ed6-b322-b749915a3c28,^GSPC,xg,3,5120,3,1,0.059800359784933255,0.06846638108091962,-0.00866602129598637,432.2218001191986,0.4074936281457474,0.44484828191278303,0.5688760877693242,-0.5852359175143934,1.9322375071886049
0,2023-07-01,10b24dcd-8c95-4a36-a861-2cb249a60785,^GSPC,linreg,3,5120,3,1,0.07738066960906065,0.06846638108091962,0.008914288528141023,754.6138816970242,0.5192239672068403,0.44484828191278303,0.7410232153325574,-0.462764594725711,1.9290654132614218
0,2023-07-01,2f51a840-2e41-4f51-aded-23ee19a1e34b,^GSPC,xg,3,6400,3,1,0.04300183544821201,0.05365952989624945,-0.010657694448037436,171.3140713091608,0.3195439347152081,0.370050930940785,0.4450112581704864,-0.5591941152396446,1.9186794662483933
0,2023-07-01,2e8a3b05-7ac5-4d89-93aa-998fd26f4585,^GSPC,linreg,3,6400,3,1,0.052824546731515154,0.05365952989624945,-0.0008349831647342931,238.82792071287838,0.3823453466161931,0.370050930940785,0.5390759632119799,-0.40833159223457927,1.9142069625092735
0,2023-07-01,20443fd9-15e8-4836-9113-1b753a0b3075,^GSPC,xg,3,256,3,2,0.04612257765155059,0.08203226654069629,-0.0359096888891457,774.3256135072213,0.4165917065607088,0.5425215031686828,0.5797268376793495,-0.33184352672352974,1.8455031058478741
0,2023-07-01,da21a18a-c576-49d3-ba4d-cc31ae7a2ce0,^GSPC,linreg,3,256,3,2,0.033838471225647426,0.08203226654069629,-0.04819379531504886,395.43971823193135,0.3348763388417571,0.5425215031686828,0.467374565502748,-0.4813631317244049,2.076447614954641
0,2023-07-01,6406973a-537a-475d-a7a6-7bffcdbd7d00,^GSPC,xg,3,512,3,2,0.06873057463508903,0.08326338377589027,-0.01453280914080124,2184.9095656517657,0.5444131294578753,0.546442304462285,0.7563768976071227,-0.3041804396857005,1.8554069875188408
0,2023-07-01,a0cd3daf-db20-4cba-8269-b84380a6829c,^GSPC,linreg,3,512,3,2,0.04873896464386607,0.08326338377589027,-0.0345244191320242,839.3863191479054,0.44679726042740564,0.546442304462285,0.6219774600799597,-0.4424374939921777,1.9453173048779524
0,2023-07-01,f7f97588-57b5-4f2b-87fe-356ef3699707,^GSPC,xg,3,768,3,2,0.07109297958178629,0.08510572465497757,-0.01401274507319128,2264.32411679907,0.5512113643756235,0.5540241506632692,0.7706742989406689,-0.4319338040008502,1.8538339572598888
0,2023-07-01,54936535-785a-4591-b615-60d6964f6b8e,^GSPC,linreg,3,768,3,2,0.05503676094408427,0.08510572465497757,-0.030068963710893293,1079.2391323920053,0.48503310426800417,0.5540241506632692,0.6712054205409579,-0.5115382281445283,1.9111338823184523
