,Outperformance_Ratio,Average Outperformance,Max Outperformance,Min Outperformance,Median Sharpe Ratio,Median Benchmark Sharpe Ratio,Median Max Drawdown
0,0.7485311398354877,0.0053069056507968814,0.02611432037409656,-0.048211432225568666,0.5212728369074636,0.5069233617824334,-0.5794383387420434
