Date,S&P_Comp_P,Dividend_D,Earnings_E,Consumer_Price_Index_CPI,Date_Fraction,Long_Interest_Rate_GS10,Real_Price,Real_Dividend,Real_Total_Return_Price,Real_Earnings,Real_TR_Scaled_Earnings,CAPE_one,CAPE_two,Excess_CAPE_Yield,Monthly_Total_Bond_Returns,Real_Total_Bond_Returns,10_Year_Annualized_Stock_Real_Return,10_Year_Annualized_Bond_Real_Return,Real_10_Year_Excess_Annualized_Returns,^IRX,^TNX,^TYX,TMS,TMS2
1872-07-31,5.1,0.2833,0.4175,12.84464132,1872.5416666666654,5.470000000000001,120.98196915630184,6.720429776858886,131.31436574463496,9.903916102501181,10.749754450663744,,,,1.0031586698618002,1.0394633320598912,0.10250040147031392,0.08345252066981468,0.01904788080049924,,,,,
1872-08-31,5.04,0.2867,0.42,12.93980661,1872.6249999999986,5.488333333333333,118.67936255038052,6.751066119681368,129.42574275002215,9.889946879198376,10.785478562501845,,,,1.0031751100846626,1.0350778150153286,0.10684171794485087,0.08324921768267268,0.023592500262178184,,,,,
1872-09-30,4.95,0.29,0.4225,13.0349719,1872.708333333332,5.506666666666667,115.70911019762154,6.778917567133383,126.80259715736368,9.876181627978807,10.82304995939114,,,,1.0031915489486818,1.0307834454158584,0.11370306084803916,0.08699311713523294,0.026709943712806217,,,,,
1872-11-30,4.95,0.2967,0.4275,13.13013719,1872.8749999999984,5.543333333333333,114.87046770148793,6.885266215561913,127.13450014625454,9.920631301492138,10.9797977399038,,,,1.0032244226075313,1.029871681217814,0.10855245783606438,0.0897661676855337,0.018786290150530682,,,,,
1872-12-31,5.07,0.3,0.43,12.93980661,1872.9583333333317,5.5616666666666665,119.38578732746613,7.0642477708559825,132.7834313647961,10.125421804893575,11.261711141392958,,,,1.0032408574060259,1.0483895674210992,0.10586247483438749,0.08917802028564115,0.01668445454874634,,,,,
1873-01-31,5.11,0.3025,0.4325,12.93980661,1873.041666666665,5.58,120.32768703024692,7.1231165022797835,134.4912393043581,10.184290536317375,11.383064774781774,,,,1.0053472215787504,1.051787248515076,0.1043883357395603,0.08914698112495523,0.015241354614605074,,,,,
1873-01-31,4.19,0.325,0.455,12.27381157,1873.7916666666642,5.4975000000000005,104.01764706250907,8.06819458122087,122.02442255696799,11.295472413709218,13.250862115374805,,,,1.005281081735767,1.1630722161205505,0.12024919033565862,0.0898512573985164,0.030397932937142214,,,,,
1873-02-28,5.15,0.305,0.435,13.22522149,1873.1249999999982,5.570833333333334,118.65245517336137,7.02699006366509,133.27332931773662,10.02210058260431,11.257067621983577,,,,1.0053398720295676,1.0345912828835473,0.10236955495561761,0.09024771897101957,0.01212183598459804,,,,,
1873-03-31,5.11,0.3075,0.4375,13.22522149,1873.2083333333314,5.561666666666666,117.73088270599546,7.08458834287546,132.90132851988372,10.07969886181468,11.378538400674977,,,,1.0053325226495526,1.0401158679370517,0.10559090483294353,0.09103688685262346,0.014554017980320078,,,,,
1873-04-30,5.04,0.31,0.44,13.22522149,1873.2916666666647,5.552499999999999,116.1181308881051,7.142186622085829,131.75263797657746,10.137297141025048,11.502214426526605,,,,1.0053251734388198,1.0456623093609851,0.11040916305818338,0.09183813332210611,0.01857102973607727,,,,,
1873-05-31,5.05,0.3125,0.4425,12.93980661,1873.374999999998,5.543333333333333,118.9148374760757,7.358591427974982,135.62168311659514,10.419765462012576,11.883682134473933,,,,1.0053178243974839,1.0744177639884591,0.10688473560051936,0.09026951899961788,0.016615216600901483,,,,,
1873-06-30,4.98,0.315,0.445,12.55922645,1873.4583333333312,5.534166666666667,120.82002072667464,7.642230226687251,138.52086018245222,10.79616651071691,12.377868028351653,,,,1.005310475525659,1.1128623698390758,0.10928658872736285,0.08999554254332143,0.019291046184041427,,,,,
1873-07-31,4.97,0.3175,0.4475,12.55922645,1873.5416666666645,5.525,120.57741024328772,7.702882847533974,138.9786558632761,10.856819131563634,12.513671730144075,,,,1.0053031268234605,1.1187721982175332,0.10995788113977434,0.09195892378348636,0.01799895735628798,,,,,
1873-08-31,4.97,0.32,0.45,12.55922645,1873.6249999999977,5.515833333333333,120.57741024328772,7.763535468380699,139.72434952317292,10.917471752410359,12.651098045357712,,,,1.005295778291002,1.1247051890712423,0.10477284115871521,0.09171831374615547,0.013054527412559747,,,,,
1873-09-30,4.59,0.3225,0.4525,12.55922645,1873.708333333331,5.506666666666667,111.35821187458563,7.824188089227422,129.7967517514686,10.978124373257081,12.795867138897506,,,,1.0052884299283993,1.130661378395303,0.11585285902884657,0.09259876333025585,0.023254095698590715,,,,,
1873-11-30,4.04,0.3275,0.4575,11.8932314,1873.8749999999975,5.488333333333332,103.50324134784768,8.390423648866365,122.24120939146533,11.7209734942179,13.842909231830543,,,,1.0052737337132196,1.2066290414056366,0.12342998034291397,0.08731201737128536,0.036117962971628614,,,,,
1873-12-31,4.42,0.33,0.46,12.17864628,1873.9583333333308,5.479166666666666,110.58486871498168,8.25633635202352,131.41746377588018,11.508832490699453,13.676930619209251,,,,1.0052663858608724,1.1845651757323503,0.11227108128967789,0.08852845532822085,0.023742625961457042,,,,,
1874-01-31,4.66,0.33,0.46,12.36889587,1874.041666666664,5.47,114.79618026730145,8.129343237813192,137.22719190639165,11.331811786042632,13.54603181908587,,,,1.007109145660312,1.1724874567369146,0.10468779814198337,0.08998045264656684,0.014707345495416524,,,,,
1874-01-31,4.53,0.33,0.46,11.60773554,1874.7916666666633,5.17,118.91130662337612,8.662413065279054,150.04963442446513,12.074878818267774,15.23682821970286,,,,1.0068942003008658,1.330483491289112,0.09169518026330503,0.08797415230288252,0.003721027960422507,,,,,
1874-02-28,4.8,0.33,0.46,12.36889587,1874.1249999999973,5.4366666666666665,118.24499255001007,8.129343237813192,142.15971436225442,11.331811786042632,13.623639293049381,,,,1.0070852297331554,1.180822840851746,0.10429674065200834,0.08961205036884956,0.014684690283158774,,,,,
1874-03-31,4.73,0.33,0.46,12.36889587,1874.2083333333305,5.403333333333332,116.52058640865577,8.129343237813192,140.90100855800532,11.331811786042632,13.702846498241529,,,,1.0070613220358624,1.1891892419533379,0.10542636932176053,0.08924563509070738,0.01618073423105315,,,,,
1874-04-30,4.6,0.33,0.46,12.17864628,1874.2916666666638,5.37,115.08832490699452,8.25633635202352,140.0010538797343,11.508832490699453,14.00010538797343,,,,1.007037422588707,1.2162946727781339,0.10390272399850331,0.08946159627440897,0.014441127724094338,,,,,
1874-05-31,4.48,0.33,0.46,12.08348099,1874.374999999997,5.336666666666667,112.96877126133504,8.321360383089411,138.26624302297557,11.599472049154938,14.196980310394816,,,,1.0070135314120179,1.2345007781010944,0.098946329803004,0.09056336273159538,0.00838296707140862,,,,,
1874-06-30,4.46,0.33,0.46,11.79806612,1874.4583333333303,5.303333333333334,115.18514866570355,8.522667950601384,141.84820594491254,11.88008259780799,14.630084021224162,,,,1.0069896485261771,1.273233074582096,0.09222672713125957,0.08759934236332301,0.00462738476793656,,,,,
1874-07-31,4.46,0.33,0.46,11.8932314,1874.5416666666636,5.27,114.26347930975263,8.454472684353894,141.5808147366506,11.78502252970543,14.602505555798047,,,,1.006965773951622,1.2718733715616586,0.09426240001379371,0.08929108193502922,0.004971318078764497,,,,,
1874-08-31,4.47,0.33,0.46,11.79806612,1874.6249999999968,5.236666666666666,115.44341133087327,8.522667950601384,143.92285433246357,11.88008259780799,14.8108530185533,,,,1.0069419077088448,1.291063571619315,0.09975115768984244,0.08805959345912306,0.011691564230719376,,,,,
1874-09-30,4.54,0.33,0.46,11.79806612,1874.70833333333,5.203333333333333,117.25124998706146,8.522667950601384,147.06211122226566,11.88008259780799,14.900566335295641,,,,1.0069180498183923,1.3000260157797479,0.0956785588115232,0.08889449576664332,0.006784063044879884,,,,,
1874-11-30,4.57,0.33,0.46,11.51265124,1874.8749999999966,5.136666666666667,120.95207011586675,8.733956923027577,153.54321644571948,12.174606619977835,15.455115878562573,,,,1.0068703591769228,1.350720483628871,0.09005090275792638,0.08917331041191146,0.0008775923460149215,,,,,
1874-12-31,4.54,0.33,0.46,11.51265124,1874.9583333333298,5.1033333333333335,120.15807403195514,8.733956923027577,153.45922125072727,12.174606619977835,15.548731668575893,,,,1.0068465264672748,1.3600004184990284,0.09175396091007504,0.09006911079930058,0.0016848501107744607,,,,,
1875-01-31,4.54,0.3275,0.4517,11.51265124,1875.041666666663,5.07,120.15807403195514,8.667790582701612,154.38172299374514,11.954934370095623,15.359961294333628,,,,1.0073431926888408,1.3693116973597868,0.0892083982740628,0.08972112928294762,-0.0005127310088848258,,,,,
1875-01-31,4.3,0.305,0.3767,11.13207107,1875.7916666666624,4.710000000000001,117.6968770466177,8.34826686028335,159.43276044314752,10.310793856618812,13.967051362542716,,,,1.0070951041250158,1.5110211773545867,0.11227183026903442,0.08797672773658127,0.02429510253245315,,,,,
1875-02-28,4.53,0.325,0.4433,11.51265124,1875.1249999999964,5.03,119.8934086706513,8.601624242375644,154.9626380674184,11.732615466600379,15.164445354367897,,,,1.007315568235935,1.3793668170045832,0.09146378058280402,0.08811211747288672,0.003351663109917302,,,,,
1875-03-31,4.59,0.3225,0.435,11.51265124,1875.2083333333296,4.99,121.48140083847446,8.535457902049677,157.93446570143755,11.51294321671817,14.967645442293103,,,,1.0072879584453418,1.3894576690767646,0.09275612529953547,0.0902541770867007,0.0025019482128347814,,,,,
1875-04-30,4.65,0.32,0.4267,11.60773554,1875.2916666666629,4.95,122.06127501075031,8.399915699664538,159.59838406815268,11.200762590771433,14.645296877823819,,,,1.0072603633605304,1.3881193428160883,0.09069527484105944,0.08952962295902567,0.0011656518820337691,,,,,
1875-05-31,4.47,0.3175,0.4183,11.32232066,1875.3749999999961,4.91,120.29415531497585,8.544383515101753,158.21882861348416,11.257057084620673,14.806025952800992,,,,1.0072327830251093,1.433443583424613,0.09351657903820443,0.08899258683421118,0.004523992203993243,,,,,
1875-06-30,4.38,0.315,0.41,11.13207107,1875.4583333333294,4.87,119.88658638701992,8.621980527833625,158.62778358832,11.222260369561223,14.848719468313057,,,,1.0072052174828279,1.468486429803929,0.095914444065069,0.08938360406139712,0.006530840003671878,,,,,
1875-07-31,4.39,0.3125,0.4017,11.13207107,1875.5416666666626,4.83,120.16030005457017,8.553552110946056,159.9330826066219,10.995078025494497,14.6344235268975,,,,1.0071776667775758,1.4790671939012479,0.09826006026682488,0.08772544482871258,0.010534615438112294,,,,,
1875-08-31,4.41,0.31,0.3933,11.22715537,1875.624999999996,4.79,119.6854372916726,8.41326203184093,160.23421072846463,10.673986958461413,14.290275528232458,,,,1.0071501309533841,1.4770671144241894,0.10457179338880329,0.08829836215479658,0.016273431234006708,,,,,
1875-09-30,4.37,0.3075,0.385,11.13207107,1875.7083333333292,4.75,119.61287271946964,8.416695277170918,161.07608048624712,10.53797620068554,14.190913269383326,,,,1.0071226100544257,1.5003348770741327,0.10440819145589186,0.08832540736684091,0.01608278408905095,,,,,
1875-11-30,4.37,0.3025,0.3683,11.03690579,1875.8749999999957,4.67,120.64422994408835,8.351231020157146,164.36797714194995,10.167796313136783,13.85279770740965,,,,1.0070676132096117,1.5348631899060345,0.11499503759337637,0.08539607874346267,0.029598958849913704,,,,,
1875-12-31,4.37,0.3,0.36,10.9417405,1875.958333333329,4.63,121.69352764306558,8.354246748951871,166.74605876996796,10.025096098742244,13.736517427274247,,,,1.0070401373528144,1.5591547604140388,0.11035320886148181,0.081565062593568,0.028788146267913817,,,,,
1876-01-31,4.46,0.3,0.3533,10.84657521,1876.0416666666622,4.59,125.2895014038261,8.42754493747709,172.63560325011326,9.924838754702188,13.675371889745518,,,,1.0047535252938302,1.5839073864861757,0.1095351820791517,0.08282497021690594,0.02671021186224576,,,,,
1876-01-31,3.67,0.3,0.2933,10.46599504,1876.7916666666615,4.485,106.84593253925337,8.73399993508883,155.50249656833932,8.53894060320518,12.427488349725863,,,,1.004670534304236,1.7125144225562385,0.1383515400046813,0.0800663118999938,0.0582852281046875,,,,,
1876-02-29,4.52,0.3,0.3467,10.84657521,1876.1249999999955,4.578333333333333,126.9750103913215,8.42754493747709,175.92574367079925,9.739432766077693,13.494127285545598,,,,1.0047443025681573,1.5914365303109221,0.109966211808318,0.08250154311141644,0.027464668696901562,,,,,
1876-03-31,4.51,0.3,0.34,10.84657521,1876.2083333333287,4.566666666666666,126.69409222673893,8.42754493747709,176.50956804138815,9.55121759580737,13.306708011989352,,,,1.0047350802178763,1.5989867867287357,0.10901821433351011,0.08347715093962482,0.025541063393885288,,,,,
1876-04-30,4.34,0.3,0.3333,10.75149091,1876.291666666662,4.555000000000001,122.9967091140851,8.502076666872243,172.34548011774982,9.445807176895062,13.235656341761755,,,,1.0047258582433127,1.6207662356618915,0.11192838192299148,0.08351723085888385,0.02841115106410763,,,,,
1876-05-31,4.18,0.3,0.3267,10.37091074,1876.3749999999952,4.543333333333333,122.80946504414715,8.814076438575155,173.1123151372672,9.598529241608343,13.530094104149569,,,,1.0047166366447913,1.6881839075548075,0.11241410249312955,0.08197173467791474,0.03044236781521481,,,,,
1876-06-30,4.15,0.3,0.32,10.08541488,1876.4583333333285,4.531666666666666,125.37957189124582,9.06358351021054,177.79980921588316,9.667822410891244,13.709864807007857,,,,1.0047074154226387,1.7441606243682406,0.11623666750572381,0.07999981760301189,0.03623684990271192,,,,,
1876-07-31,4.1,0.3,0.3133,10.08541488,1876.5416666666617,4.52,123.86897463954402,9.06358351021054,176.72872602783562,9.465402379163208,13.504660942566078,,,,1.0046981945771802,1.752371112990951,0.11759364095515057,0.07833082394635626,0.039262817008794304,,,,,
1876-08-31,3.93,0.3,0.3067,10.18058017,1876.624999999995,4.508333333333334,117.62306076904065,8.978859600690125,168.8849765941572,9.179387465105536,13.179903898582188,,,,1.0046889741087426,1.7441464460155387,0.12251791865412565,0.07769518507067019,0.044822733583455454,,,,,
1876-09-30,3.69,0.3,0.3,10.27574545,1876.7083333333283,4.496666666666667,109.41717128658534,8.895704982649216,158.16721823718441,8.895704982649216,12.859123433917432,,,,1.004679754017652,1.736096151378347,0.13319853175354246,0.07839142070578209,0.05480711104776037,,,,,
1876-11-30,3.6,0.3,0.2867,10.56116033,1876.8749999999948,4.473333333333334,103.86358749654549,8.655298958045456,152.21175782234172,8.271580704238776,12.121975268795937,,,,1.004661314968821,1.705009455228019,0.1439490540823818,0.08074114453889969,0.0632079095434821,,,,,
1876-12-31,3.58,0.3,0.28,10.75149091,1876.958333333328,4.461666666666667,101.4581148913421,8.502076666872243,149.7248592183787,7.935271555747427,11.710324184677662,,,,1.0046520960117353,1.6826330509190333,0.14180043980962043,0.08104437021333677,0.06075606959628366,,,,,
1877-01-31,3.55,0.2908,0.2817,10.9417405,1877.0416666666613,4.45,98.8585865292638,8.09804984865068,146.88453372484284,7.8446376972658065,11.655598070503727,,,,1.004442533161084,1.6610679219869882,0.14039429114462587,0.08003707003321958,0.06035722111140629,,,,,
1877-01-31,3.31,0.2083,0.2967,9.704834711,1877.7916666666606,4.367500000000001,103.92315068043823,6.53993724674782,163.9678794806641,9.3154074945275,14.697664604807565,,,,1.0043765895279828,1.9484867391468959,0.12353034304649135,0.06478631940556157,0.05874402364092979,,,,,
1877-02-28,3.34,0.2817,0.2833,10.65632562,1877.1249999999945,4.440833333333333,95.50177390318898,8.05474542171507,142.89428114180106,8.100494774483066,12.120344265710251,,,,1.0044352053538859,1.7131343139871542,0.1417511780828007,0.07563823739010123,0.06611294069269946,,,,,
1877-03-31,3.17,0.2725,0.285,10.18058017,1877.2083333333278,4.431666666666667,94.87661644729232,8.155797470626863,142.9758151539935,8.529916620655618,12.85429252961771,,,,1.0044278777306086,1.8011434150689984,0.1447192704429554,0.07046624603850593,0.07425302440444947,,,,,
1877-04-30,2.94,0.2633,0.2867,10.46599504,1877.291666666661,4.4225,85.59319936387054,7.665540609696296,129.94866549275156,8.346792604633226,12.672204896861182,,,,1.0044205502913774,1.7597827500645762,0.15871290353602885,0.07316083061404854,0.0855520729219803,,,,,
1877-05-31,2.94,0.2542,0.2883,10.65632562,1877.3749999999943,4.413333333333333,84.0644357111903,7.26842842101516,128.5472623094451,8.243461501883049,12.605501946875178,,,,1.0044132230363174,1.7359918744254137,0.16233557057379455,0.07482890996850311,0.08750666060529144,,,,,
1877-06-30,2.73,0.245,0.29,10.08541488,1877.4583333333276,4.404166666666667,82.47860994291591,7.4019265333386075,127.06551666217725,8.761464059870189,13.49780213627524,,,,1.0044058959655546,1.8423571486255097,0.16205707677969539,0.06992805582859263,0.09212902095110276,,,,,
1877-07-31,2.85,0.2358,0.2917,10.18058017,1877.5416666666608,4.395,85.2991662065562,7.057383646142439,132.31687351886998,8.73044448507103,13.542748072089251,,,,1.0043985690792139,1.8331766521383228,0.15629330873783354,0.07195354761241424,0.0843397611254193,,,,,
1877-08-31,3.05,0.2267,0.2933,9.8,1877.624999999994,4.385833333333333,94.83010204081633,7.048519387755103,148.01249550674083,9.119235714285715,14.233463912172816,,,,1.0043912423774213,1.9127440302159064,0.1395598918938108,0.06633936445065092,0.07322052744315988,,,,,
1877-09-30,3.24,0.2175,0.295,9.704834711,1877.7083333333273,4.376666666666667,101.72538012224165,6.82878709153937,159.66297473742236,9.262033066685582,14.537215292450494,,,,1.004383915860302,1.939982021195476,0.13127468006042053,0.06631802870475378,0.06495665135566675,,,,,
1877-11-30,3.26,0.1992,0.2983,9.514585124,1877.8749999999939,4.358333333333333,104.39992780078259,6.37928393187604,165.55888787389904,9.55291363894891,15.149146089811067,,,,1.0043692633805883,1.9961460925673595,0.12369224054914918,0.061170700598773164,0.06252153995037601,,,,,
1877-12-31,3.25,0.19,0.3,9.514585124,1877.9583333333271,4.349166666666666,104.07968262347958,6.084658368757268,165.85513332766115,9.607355319090424,15.30970461486103,,,,1.0043619374182455,2.0048677805919186,0.12068740905577857,0.05845543064635628,0.062231978409422295,,,,,
1878-01-31,3.25,0.1892,0.3008,9.229089256,1878.0416666666604,4.34,107.2993198495945,6.246471174013317,171.81525402445664,9.930964741771701,15.90216258786356,,,,1.0044217286102688,2.0759026922234454,0.116739978924576,0.05378307635288948,0.06295690257168651,,,,,
1878-01-31,3.48,0.1817,0.3083,8.467928926,1878.7916666666597,4.25,125.22022908627329,6.538079202579269,208.9037818697298,11.093504777959211,18.50719423863152,,,,1.004350093207925,2.3534751790138597,0.1022776192460364,0.047284254876306386,0.05499336436973001,,,,,
1878-02-28,3.18,0.1883,0.3017,9.134004959,1878.1249999999936,4.33,106.08117735312477,6.281473489180312,170.7028731099865,10.064368304225706,16.19530088593803,,,,1.0044137681563745,2.1067873132148214,0.11854460093593122,0.053913136018938435,0.06463146491699279,,,,,
1878-03-31,3.24,0.1875,0.3025,8.94367438,1878.208333333327,4.32,110.38282008652469,6.387894680933142,178.48155850485622,10.305803418572136,16.663787483863892,,,,1.0044058079432483,2.1611186719048097,0.10972463559295131,0.05171228411044737,0.05801235148250394,,,,,
1878-04-30,3.33,0.1867,0.3033,8.848509091,1878.2916666666601,4.3100000000000005,114.66914816553927,6.429048036788642,186.2785392720934,10.444189981563982,16.966450739106886,,,,1.0043978479710691,2.1939852759131644,0.10714224225389746,0.05181882271441829,0.05532341953947917,,,,,
1878-05-31,3.34,0.1858,0.3042,8.563094215,1878.3749999999934,4.3,118.84699320688253,6.6113087837840645,193.96039294365178,10.824327944171758,17.665494471095474,,,,1.0043898882400162,2.2770830012558188,0.10590338286570189,0.04961739972388535,0.05628598314181654,,,,,
1878-06-30,3.41,0.185,0.305,8.372844628,1878.4583333333267,4.29,124.09486216014857,6.732419208101901,203.44062673119387,11.099393829573403,18.19630239091323,,,,1.0043819287502689,2.3390466481712737,0.09892094350792946,0.04851612002550332,0.05040482348242614,,,,,
1878-07-31,3.48,0.1842,0.3058,8.467928926,1878.54166666666,4.279999999999999,125.22022908627329,6.628036263704465,206.19104686223304,11.003547716834015,18.118741991514614,,,,1.0043739695020064,2.3229165130070015,0.09938361771645687,0.048472788674609246,0.05091082904184763,,,,,
1878-08-31,3.45,0.1833,0.3067,8.563094215,1878.6249999999932,4.27,122.76111573764814,6.522351453539392,203.03679386543442,10.91328527441643,18.049676718414126,,,,1.0043660104954082,2.307148408524934,0.10382760299540639,0.0496581283649129,0.054169474630493486,,,,,
1878-09-30,3.52,0.1825,0.3075,8.563094215,1878.7083333333264,4.26,125.25192098449897,6.4938851078610975,208.05141033227997,10.941751620094726,18.17494564692503,,,,1.0043580517306545,2.317221442691018,0.10423562132954323,0.04967045110529145,0.05456517022425178,,,,,
1878-11-30,3.47,0.1808,0.3092,8.372844628,1878.874999999993,4.239999999999999,126.27834947088431,6.579575096350398,211.58375508594054,11.252237941324907,18.853515006505134,,,,1.004342134927399,2.390555982488441,0.09772281052939258,0.04490438843299871,0.05281842209639387,,,,,
1878-12-31,3.45,0.18,0.31,8.18251405,1878.9583333333262,4.2299999999999995,128.47090681133633,6.702829920591459,216.19336297305284,11.543762641018626,19.426070296129385,,,,1.0043341768892575,2.4567834282733547,0.09365794506517244,0.042514842079854676,0.05114310298531777,,,,,
1879-01-31,3.58,0.1817,0.3158,8.277679339,1879.0416666666595,4.22,131.7792046933506,6.688346785693241,222.6985716691925,11.624545486636904,19.64475109863994,,,,1.0048663382006082,2.439064452549838,0.09676324324512309,0.04739993705323253,0.049363306191890555,,,,,
1879-01-31,4.68,0.1967,0.3683,8.94367438,1879.7916666666588,4.069999999999999,159.4418512360912,6.701327379944261,279.2238673088428,12.547528591934274,21.973963745693766,,,,1.004750779431878,2.357169261015449,0.08280008983503073,0.057732581236854985,0.025067508598175747,,,,,
1879-02-28,3.71,0.1833,0.3217,8.372844628,1879.1249999999927,4.203333333333333,135.0122987138273,6.67055373429772,229.1016986886271,11.707131131061521,19.865772632919498,,,,1.004853493821275,2.4230765874387807,0.09660940875928503,0.049668133462527964,0.04694127529675707,,,,,
1879-03-31,3.65,0.185,0.3275,8.277679339,1879.208333333326,4.186666666666666,134.35589305327645,6.809819236946889,228.95080955376417,12.055220541081654,20.542846610645967,,,,1.0048406505677119,2.4628293569541437,0.09611097124769352,0.049555504087045454,0.04655546716064807,,,,,
